Date,Open,High,Low,Close,Volume,Adj Close
2022-01-03,335.3500061035156,338.0,329.7799987792969,334.75,28865100,325.0380554199219
2022-01-04,334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,32674300,319.4645690917969
2022-01-05,325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,40054300,307.20098876953125
2022-01-06,313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,39646100,304.7735900878906
2022-01-07,314.1499938964844,316.5,310.0899963378906,314.0400085449219,32720000,304.9288635253906
2022-01-10,309.489990234375,314.7200012207031,304.69000244140625,314.2699890136719,44289500,305.15216064453125
2022-01-11,313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,29386800,305.8416748046875
2022-01-12,319.6700134277344,323.4100036621094,317.0799865722656,318.2699890136719,34372200,309.0362243652344
2022-01-13,320.4700012207031,320.8800048828125,304.0,304.79998779296875,45366000,295.9569396972656
2022-01-14,304.25,310.82000732421875,303.75,310.20001220703125,39846400,301.2003173828125
2022-01-18,304.07000732421875,309.79998779296875,301.739990234375,302.6499938964844,42333200,293.86932373046875
2022-01-19,306.2900085449219,313.9100036621094,302.70001220703125,303.3299865722656,45933900,294.52960205078125
2022-01-20,309.07000732421875,311.6499938964844,301.1400146484375,301.6000061035156,35380700,292.849853515625
2022-01-21,302.69000244140625,304.1099853515625,295.6099853515625,296.0299987792969,57984400,287.4414367675781
2022-01-24,292.20001220703125,297.1099853515625,276.04998779296875,296.3699951171875,85731500,287.7715148925781
2022-01-25,291.5199890136719,294.989990234375,285.1700134277344,288.489990234375,72848600,280.12017822265625
2022-01-26,307.989990234375,308.5,293.0299987792969,296.7099914550781,90428900,288.1016540527344
2022-01-27,302.6600036621094,307.29998779296875,297.92999267578125,299.8399963378906,53481300,291.1408386230469
2022-01-28,300.2300109863281,308.4800109863281,294.45001220703125,308.260009765625,49743700,299.3165588378906
2022-01-31,308.95001220703125,312.3800048828125,306.3699951171875,310.9800109863281,46444500,301.9576721191406
2022-02-01,310.4100036621094,310.6300048828125,305.1300048828125,308.760009765625,40950400,299.8020935058594
2022-02-02,309.6300048828125,315.1199951171875,308.8800048828125,313.4599914550781,36636000,304.36572265625
2022-02-03,309.489990234375,311.2300109863281,299.9599914550781,301.25,43730000,292.5099792480469
2022-02-04,300.2099914550781,308.79998779296875,299.9700012207031,305.94000244140625,35096500,297.06390380859375
2022-02-07,306.1700134277344,307.8399963378906,299.8999938964844,300.95001220703125,28533300,292.2187194824219
2022-02-08,301.25,305.55999755859375,299.95001220703125,304.55999755859375,32421200,295.7239685058594
2022-02-09,309.8699951171875,311.92999267578125,307.3900146484375,311.2099914550781,31284700,302.1810302734375
2022-02-10,304.0400085449219,309.1199951171875,300.70001220703125,302.3800048828125,45386200,293.607177734375
2022-02-11,303.19000244140625,304.2900085449219,294.2200012207031,295.0400085449219,39175600,286.4801940917969
2022-02-14,293.7699890136719,296.760009765625,291.3500061035156,295.0,36359500,286.4412841796875
2022-02-15,300.010009765625,300.79998779296875,297.0199890136719,300.4700012207031,27058300,291.7525939941406
2022-02-16,298.3699951171875,300.8699951171875,293.67999267578125,299.5,29982100,291.4120788574219
2022-02-17,296.3599853515625,296.79998779296875,290.0,290.7300109863281,32461600,282.87884521484375
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,34264000,280.15447998046875
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,41736100,279.9501647949219
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,37811200,272.70135498046875
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,56989700,286.6346435546875
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,32546700,289.2812194824219
2022-02-28,294.30999755859375,299.1400146484375,293.0,298.7900085449219,34627500,290.7212829589844
2022-03-01,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,31217800,286.9849853515625
2022-03-02,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,31873000,292.0833740234375
2022-03-03,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,27314500,287.92864990234375
2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,32356500,282.0323486328125
2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,43157200,271.37811279296875
2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,48159500,268.4007568359375
2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,35204500,280.7091064453125
2022-03-10,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,30628000,277.877685546875
2022-03-11,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,27209300,272.5067443847656
2022-03-14,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,30660700,268.9747619628906
2022-03-15,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,34245100,279.3955383300781
2022-03-16,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,37826300,286.4400939941406
2022-03-17,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,30816600,287.24761962890625
2022-03-18,295.3699951171875,301.0,292.7300109863281,300.42999267578125,43390600,292.3169860839844
2022-03-21,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,28351200,291.0812683105469
2022-03-22,299.79998779296875,305.0,298.7699890136719,304.05999755859375,27599700,295.8489074707031
2022-03-23,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,25715400,291.4023742675781
2022-03-24,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,24484500,295.8878479003906
2022-03-25,305.2300109863281,305.5,299.2900085449219,303.67999267578125,22566500,295.4791259765625
2022-03-28,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,29578200,302.30963134765625
2022-03-29,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,30393400,306.8924255371094
2022-03-30,313.760009765625,315.95001220703125,311.5799865722656,313.8599853515625,28163600,305.38427734375
2022-03-31,313.8999938964844,315.1400146484375,307.8900146484375,308.30999755859375,33422100,299.9841613769531
2022-04-01,309.3699951171875,310.1300048828125,305.5400085449219,309.4200134277344,27110500,301.0641784667969
2022-04-04,310.0899963378906,315.1099853515625,309.7099914550781,314.9700012207031,24289600,306.46429443359375
2022-04-05,313.2699890136719,314.8699951171875,309.8699951171875,310.8800048828125,23156700,302.4847412109375
2022-04-06,305.19000244140625,307.0,296.7099914550781,299.5,40110400,291.4120788574219
2022-04-07,296.6600036621094,303.6499938964844,296.3500061035156,301.3699951171875,31411200,293.2315673828125
2022-04-08,300.44000244140625,301.1199951171875,296.2799987792969,296.9700012207031,24361900,288.9503479003906
2022-04-11,291.7900085449219,292.6099853515625,285.0,285.260009765625,34569300,277.556640625
2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.05999755859375,30966700,274.4430847167969
2022-04-13,282.7300109863281,288.5799865722656,281.29998779296875,287.6199951171875,21907200,279.8528747558594
2022-04-14,288.0899963378906,288.30999755859375,279.32000732421875,279.8299865722656,28221600,272.27325439453125
2022-04-18,278.9100036621094,282.4599914550781,278.3399963378906,280.5199890136719,20778000,272.9446105957031
2022-04-19,279.3800048828125,286.1700134277344,278.4100036621094,285.29998779296875,22297700,277.5954895019531
2022-04-20,289.3999938964844,289.70001220703125,285.3699951171875,286.3599853515625,22906700,278.6269226074219
2022-04-21,288.5799865722656,293.29998779296875,280.05999755859375,280.80999755859375,29454600,273.226806640625
2022-04-22,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,29405800,266.6299133300781
2022-04-25,273.2900085449219,281.1099853515625,270.7699890136719,280.7200012207031,35678900,273.1391906738281
2022-04-26,277.5,278.3599853515625,270.0,270.2200012207031,46518400,262.9228210449219
2022-04-27,282.1000061035156,290.9700012207031,279.1600036621094,283.2200012207031,63477700,275.5717468261719
2022-04-28,285.19000244140625,290.9800109863281,281.4599914550781,289.6300048828125,33646600,281.8086242675781
2022-04-29,288.6099853515625,289.8800048828125,276.5,277.5199890136719,37073900,270.025634765625
2022-05-02,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,35151100,276.7879333496094
2022-05-03,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,25978600,274.1706237792969
2022-05-04,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,33599300,282.149169921875
2022-05-05,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,43260400,269.86029052734375
2022-05-06,274.80999755859375,279.25,271.2699890136719,274.7300109863281,37780300,267.3110046386719
2022-05-09,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,47726000,257.4350280761719
2022-05-10,271.69000244140625,273.75,265.07000732421875,269.5,39336400,262.2221984863281
2022-05-11,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,48975900,253.51390075683594
2022-05-12,257.69000244140625,259.8800048828125,250.02000427246094,255.35000610351562,51033800,248.45433044433594
2022-05-13,257.3500061035156,263.0400085449219,255.35000610351562,261.1199951171875,34925100,254.06846618652344
2022-05-16,259.9599914550781,265.82000732421875,255.77999877929688,261.5,32550900,254.43824768066406
2022-05-17,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,28828800,259.6145935058594
2022-05-18,263.0,263.6000061035156,252.77000427246094,254.0800018310547,31356000,247.79443359375
2022-05-19,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,32692300,246.877685546875
2022-05-20,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,39199300,246.31202697753906
2022-05-23,255.49000549316406,261.5,253.42999267578125,260.6499938964844,33175400,254.20191955566406
2022-05-24,257.8900146484375,261.3299865722656,253.5,259.6199951171875,29043900,253.19737243652344
